tweet_id	tweet
630	@SouthwestAir currently rebooked thru Dallas but I hear they are expecting an ice storm (sigh) #strandedNYC
631	@SouthwestAir check out our 1st grader's school science fair project. She loves flying on Southwest Airlines. http://t.co/BaYePZkMiz
632	@SouthwestAir ohk. Thank You!!! B/C of the inexpensive airfares that Southwest has I can now travel around.
633	@SouthwestAir my golf bag was broken on the flight I just took. What's the process for damage reimbursement?
634	@SouthwestAir ridiculous how you want to charge me $209 to change flights even with multiple seats available on the flight I needed
635	@SouthwestAir  Mad love http://t.co/4ojrSDWPkK NYC-
636	@SouthwestAir - thanks for Cancelled Flighting our flight to BOS. We're stranded in DEN til Wed night. The 7 of us will never fly #southwest again
637	@SouthwestAir I was trying to find airfare for my family.  Your prices are ridiculous!  Almost $1000 more than @USAirways. #notmadeofmoney
638	@SouthwestAir My Fav!!!!
639	@SouthwestAir our flight is delayed till tomorrow curse the weather
640	@SouthwestAir now I'm so lucky for my forced good deed I get to be smashed between 2 huge ppl in the exit row. Thank God I'm tiny. 😂💁
641	@SouthwestAir  Wish you allowed http://t.co/0pDNtGBXC6 to access you site for awards tracking.
642	@SouthwestAir - just got it back about 20 mins ago. Went about 18 hrs w/o it but I appreciate the support. $50 voucher + $50 for essentials.
643	@SouthwestAir @TheAcademy party in #hotlanta http://t.co/x5ZQssJtRB
644	"@SouthwestAir BTW I was completely unable to buy wifi for my flight using Galaxy S4. Couldn't zoom out or scroll to touch ""Buy"""
645	@SouthwestAir is having a party in the atl terminal. #letitgo http://t.co/qxTeqZm3yz
646	@SouthwestAir  I heard a rumor flight 898 was Cancelled Flightled.  Is this true?
647	@SouthwestAir is hosting an @TheAcademy party in the terminal in Atlanta. #peanutsonaplatter
648	@SouthwestAir Just watched crew on flight 380 help elderly lady off plane...#firstclass
649	@SouthwestAir it was not - still don't know where skis are and cannot get a call back from bag svc at airport (left several msgs)
650	@SouthwestAir wife's flight to DAL just got Cancelled Flightled. What does she do to find options to get back home?  1708 PHX-&gt;DAL
651	@SouthwestAir thanks for the response - flight time has passed - rebooked now
652	&lt;3 &lt;3 RT @SouthwestAir! @danihampton Sorry to hear about the WiFi connection, Dani. Please DM us your conf # so we can help you. Thanks!
653	@SouthwestAir you guys rule. I will DM you. &lt;3 Thank you.
654	@SouthwestAir good to be back. See you all again in several weeks.
655	@SouthwestAir Boooo!!!!!!   Don't be like the other airlines!!  http://t.co/WHAGPknnLF
656	@SouthwestAir stewardess really funny! Now I could get the gent next to me to use some headphones, this would be the perfect flight!
657	@SouthwestAir FIND A WAY TO Cancelled Flight FLIGHT 310!!!!!!!
658	@SouthwestAir how can I check to see if my flight to NYC is expected to be delayed or Cancelled Flightled for this Tuesday?
659	.@SouthwestAir thx for the note. Flight was Cancelled Flightled and today is all booked so had to go with another carrier. :(
660	@SouthwestAir could I get a phone call from a customer service rep to get the issue resolved?
661	@SouthwestAir think you have great people working for you.
662	@SouthwestAir Way to go flying out of Denver today! Must be the only airline not Cancelled Flighting/delaying flights! #FlySWA #denverairport
663	@SouthwestAir here's a first..both pilot and first officer in galley during flight...
664	@SouthwestAir -- any updates on flights getting Cancelled Flighted into DAL? I have a connecting flight there and hope it doesn't delay due to weather
665	@SouthwestAir Flight 52 got Cancelled Flightled 6 hrs before takeoff. No Customer Service. Been on hold for 30 minutes.
666	@SouthwestAir my flight continues through to Vegas after my stop. Don't be upset if a stowaway.
667	@SouthwestAir waiting over a half hour for my checked baggage to be delivered! No updates from any ground crew
668	@SouthwestAir    Promotion e-mail today (Vegas and Jamaica) has a defective link for the Vegas sweepstakes...it times out with error.
669	@SouthwestAir safety back in Dallas!
670	@SouthwestAir No like I said I could not reach anyone at your company so I had to rent a car and chalk the whole thing up to a loss
671	@SouthwestAir you guys are so amazing for sending people to meet Imagine Dragons #DestinationDragons 😋
672	@SouthwestAir BTW, not a weather delay. We've had beautiful weather in Sunny California. #nolove #noexcuses #cali http://t.co/kumtbgER03
673	@SouthwestAir As a frequent traveler, I've never been treated so coldly &amp; had an airline offer nothing when my flight was Cancelled Flightled. #nolove
674	@SouthwestAir - neveryamind I paid $450 for a flight. 250 for a new bag is easy for business class customers, right? http://t.co/vn3JJIa53O
675	@SouthwestAir - our baggage motto: we don't cover that. Small tear, ripped seam, snow soaked, busted zippers - SORRY http://t.co/LHwFBKFynI
676	@SouthwestAir Totally ruined my birthday weekend by Cancelled Flighting my flights for no reason and offer no points, drink, transport. #nolove #cali
677	@SouthwestAir What's happened to your customer service? 2 Cancelled Flightled flights in 2 days &amp; an uninformed and unapologetic staff. #nolove #cali
678	@SouthwestAir check the head of the plane, there has been dynamite placed onto it
679	@SouthwestAir Maybe if you comped those that quietly accepted delays or Cancelled Flightations instead of the irate you'd have less issues #justsaying
680	@SouthwestAir For the past 2 yrs I earned A-list status thru a promo-fly 3 rnd trips in 2-3 months. How can I get that option again? #loyal
681	@SouthwestAir we didn't nothing was ruined just wet. Just frustrating when after traveling for 12 hours you can't change into clean clothes
682	@SouthwestAir yeah it happens. The PHX airport has extra long waits all spring long. Something locals know but tourist don't just FYI
683	@SouthwestAir I tried for 5hrs to contact SW! Twitter, fb, phone, email w/ no reply. 24hrs Late Flightr u respond, what could you do at this point?
684	@SouthwestAir Arkansas Gov. plans to sign Governor SB-202 that legalizes discrimination of LGBT.Can you lend your voice to a state boycott?
685	@SouthwestAir if I am a rapid awards member, does my points apply after I have taken my round trip?
686	"@SouthwestAir was in a line a mile long at sky harbor this morning. Your staff was courteous and expeditious.  Thank you. 
#onechildfourbags"
687	@SouthwestAir I have never had such awful customer service and conflicting service. Outrageous.
688	"@SouthwestAir 

Just realized I had the wrong departure date. Thanks for making changes easy!"
689	@SouthwestAir Also, will Southwest have any other specials like the one they are running now?
690	@SouthwestAir last week I flew from DAL to LAX. You got us in almost an hour early. Thank You.
691	@SouthwestAir will the Daytona 500 be available on free TV?
692	@SouthwestAir flying flight 3130 tonight at 7:20 from PBI- I have boarding position C-42. Is it overbooked? Really don't want to be bumped!
693	@SouthwestAir no I wasn't. After over an hour was too frustrated and had to hang up.
694	@SouthwestAir Thanks for the terrible service! Stranded in MDW for 2 days, &amp; now can't find confirmation for rebooked flight from MKE.
695	@SouthwestAir fyi the link in your baggage incident email redirects to a 404 on mobile. The link auto changes on mobile. Desktop works fine.
696	@SouthwestAir I will say that your customer service has consistently been the very best!!!
697	@SouthwestAir @AARP #tfw1 Appreciate the tweet back - It was unexpected.
698	@SouthwestAir need to Cancelled Flight a few more can you please check DM
699	"@SouthwestAir @AARP @JimCramer 75yo mom says, ""Hire more staff to accommodate your audience"" You could learn lots from her. She's off to FL"
700	@SouthwestAir Although the wait was long due to weather r/scheduling, a phone call and super rep solved the issue! Thank you!!
701	@SouthwestAir when are you starting routes to #Hawaii and #Canada?
702	@SouthwestAir flying flight 3130 tonight at 7:20 from PBI- I have boarding position C-42. Is flight overbooked? Have funeral to attend!
703	@SouthwestAir I was never able to talk so someone so had to buy another new ticket. Will be calling shortly for refund.
704	@SouthwestAir #tfw1 @JimCramer @AARP TY-Spent total of 3 hrs and 20 mins holding. Cell battery died. Finally made arrangements w kind Rep
705	@SouthwestAir @AmericanAir y'all are better then @united
706	@SouthwestAir no after 75 mins of hold, I finally hung up! Ridiculous wait times. Can you assist in Cancelled Flighting reservation?
707	@SouthwestAir Make the world a better place: Visit an elderly relative.
708	@SouthwestAir What is the best credit card to use/open to get miles with y'all?
709	@SouthwestAir some woman gets on plane and holds 2 seats in the bulkhead for her friends with C boarding passes. I paid $ earlybird thx
710	@SouthwestAir grouchy about this flight 636 #complimentarybeveragesneeded
711	@SouthwestAir plane switch on 636 meant A= back of plane #disappointed
712	@SouthwestAir you have let me down! #oversold #earlybirdmeansnothing
713	@SouthwestAir while you clearly didn't care about our troubles yday thought I'd share bags took &gt;90min and came back absolutely drenched..
714	@SouthwestAir can you follow for quick DM?
715	@SouthwestAir can you help
716	@SouthwestAir looks like you are up and running for the day. Still can't get through on the phone. Can you follow so I can dm you my info
717	"@SouthwestAir #CustomerServiceFail - - almost missed flight - long slow BWI ticket line: ""Rather make a complaint or your flight?"""
718	@SouthwestAir I start a new job tomorrow &amp; you Cancelled Flight my flight (1629 BWI-LAX) and you really can't get me on another flight today ?!
719	@SouthwestAir no HUMAN contact for 2 mths from @AmericanAir cust relations or refund dept. If ever a problem do u have humans I can talk to?
720	@SouthwestAir CEO using #Vegas band to help ‘connect’ to people. http://t.co/89gKYuf1Qh  #aviation #business #marketing #consumermarketing
721	@SouthwestAir i forgot to put my tsa pre number in before I checked in. It is now in my profile but will it be on my boarding pass in the am
722	@SouthwestAir you have open seats on flight 4001 pvd to MCO @ 1215pm today?
723	@SouthwestAir you cx'ed almost the entire east coast flights All other planes are taking off any traveling fine I need to get to Nev ASAP
724	@SouthwestAir 2 hours on hold for customer service never us SW again
725	@SouthwestAir FINALLY!  A Passbook option for the SWA App. Thank you!!!!!
726	@SouthwestAir my sister&amp;brother in law need to get to Florida desperately flying w/ @USAirways is there anything you can do?
727	@SouthwestAir I've DM'd you. Thanks!
728	@SouthwestAir Great flight yesterday from MSY to AUS!! Thank you for such great safety,service and beautiful skies!! http://t.co/X1EqYAHfvZ
729	@SouthwestAir I was under the impression when there is an 8 hour delay in your flight because of equipment failure, compensation is offered?
730	@SouthwestAir Can you give me info on Flt 681 out of BDL? I see it's Cancelled Flightled.
731	@SouthwestAir stuck in NYC flights Cancelled Flightled 2 days in a row Long wait times on phones. Running out of $ but SWA no help
732	@SouthwestAir do you ever reinstate Cancelled Flighted flights?
733	@SouthwestAir great example of customer service this morning at MSY headed to ATL. Alison and Bobbi were fantastic! Gate B8. Thank you.
734	@SouthwestAir I'm running out of money to keep paying for hotel rooms &amp; food in NYC. You don't help people with $ spent
735	@SouthwestAir #flight #Cancelled Flightled...tried to get refund but on hold. Can I get it after my flight would have departed?
736	@SouthwestAir Offers Atlanta Unprecedented Perk http://t.co/nustgpElSf http://t.co/Be0B4K1Xbt
737	@SouthwestAir want to pick up a customer from @SpiritAirlines sign me up 🙌😏
738	@SouthwestAir  Cancelled Flighted Sunday 9:50AM flight to Dallas..next flight out is Tuesday afternoon. Stranded. #BS #GetMeOuttaHere #SouthwestSucks
739	@SouthwestAir what does a woman got to do to get a chance of a lifetime? 😖 #DestinationDragons #imaginedragons #slaycancerwithdragons
740	@SouthwestAir I use to #LUV swa but after an hour and counting on hold, for a flight they Cancelled Flighted on me? #noluv
741	"@SouthwestAir ""Will my luggage be on that flight?"" ""No"" ""Y not"" ""bc ur on that flight n it won't end up where ur goin http://t.co/6Zj6L2ZTua"
742	"@SouthwestAir ""...you in the 10 hrs we were hanging out there? Oh, no I understand things get crazy n sometimes 10 hours isn't long enough."""
743	@SouthwestAir Thx to customer service rep ALEX for his patient help in reFlight Booking Problems a Cancelled Flighted flight and getting us where we have to be tmrw!
744	@SouthwestAir want to explain why I was on hold for 2+ hrs tonight trying to reach customer service only to learn they're only there Mon-Fr?
745	@SouthwestAir Cancelled Flightled flights and asshole phone support. #worstairline
746	@SouthwestAir flight Cancelled Flightled out of BWI to PBI. Can't get out until Monday. What are the chances the seats open up for a flight on 2/22?
747	@SouthwestAir been on hold for 1.5 hrs. What's up?
748	@SouthwestAir flying flight 3130 tomorrow at 7:20 from PBI- I have boarding position C-42. Is flight overbooked? Have funeral to attend!
749	@SouthwestAir we are having a real issue trying to get thru to you.  On hold for 2 hours &amp; got disconnected!  Please help!
750	@SouthwestAir now on hold for 2.5 hours waiting to speak to someone about my Cancelled Flightled flight from Philly to ORL
751	"@SouthwestAir better travel photos:
My Kindle e-book Easy Tips guide http://t.co/7dM2J8H97M:
http://t.co/xeDeckGMW5 http://t.co/frGhglMkqF"
752	@SouthwestAir what happend? Why did flight #668 get Cancelled Flighted for 2/22..I was on hold for over an hour and no help
753	@SouthwestAir that's gotta be a new record: 4 hrs in the air, 11 hrs waiting and 0 bags delivered to destination.
754	@SouthwestAir Thank you for your help Adam and to the awesome gate agents at B12 in LAS for getting us home!
755	@SouthwestAir yall have me sleeping in the airport until 4pm tomorrow! thanks
756	@southwestair I've been on hold for 2 hours to reschedule my Cancelled Flightled flight for the morning. What gives? I need help NOW
757	@SouthwestAir #fail  southwest changes my flight to a different time and city and blames it on me. They won't correct it. #furious
758	@SouthwestAir Southwest Airline is THE way to go!
759	@SouthwestAir been holding for 1 hour and 10 minutes. To rebook Cancelled Flightlation.You guys need more help!
760	@SouthwestAir Flight Cancelled Flighted, two hours on hold. Then it just hangs up! A little help here? -thx
761	@SouthwestAir I was on hold for over 2 hours and my call got disconnected. Thanks a lot.
762	@SouthwestAir everything OK? This is my 3rd call for the day and this time I've been on hold for 1.5 hrs. I'll hang up and try again.
763	@SouthwestAir Your hold music needs 2 be fixed:certain tracks have loud phone button mashing tones in them.Estimated wait time would help 2.
764	@SouthwestAir Was on hold for 2 hours before you disconnected me after my flight was Cancelled Flightled. Swell company, you.
765	@SouthwestAir weather delays aren't your fault today but getting to hotel with two soaked suitcases and no dry clothes stinks frustrated
766	@SouthwestAir thanks for getting me home from Denver tonight despite the snow!
767	@SouthwestAir u texted that my flight from Denver to SD tmrw is Cancelled Flightled? Been on hold for an hour trying to get help. Any other flights?
768	@SouthwestAir - wow! 100 minutes on hold, so far. Now phone is dying...
769	@SouthwestAir are you hiring for flight attendants right now
770	@SouthwestAir never lets me down!!!
771	@SouthwestAir on hold now for 1 Hour 25 mins Whats the holdup
772	@SouthwestAir been waiting for 70 minutes on hold because yall Cancelled Flightled my return flight. Answer the phone!!!
773	@SouthwestAir DeLacy P is a compassionate professional! Despite the flight challenges she made passengers feel like priorities!!🌟🌟
774	@SouthwestAir The pilots&amp; crew on flt 3999 and customer service professionals at baggage claim are OUTSTANDING!! Thank you!!
775	@SouthwestAir How to find out if my parents luggage really went to FLL on a Cancelled Flighted SW flight?  Called 1800IFlySWA, long long waits...
776	@SouthwestAir been on hold for an hour. I need to rebook my flight that was Cancelled Flighted! #help
777	@SouthwestAir can you speed up your flight from AZ to Omaha? I need to see muh boy ✈️
778	"@SouthwestAir flight Cancelled Flightled, stuck for 3 days. Paid for ""A"" boarding. Refused to honor it with rescheduled flight"
779	@SouthwestAir  Flight today from PHL to DAL Cancelled Flightled. 96 min on hold, rebooked for tomorrow. Now that flight is Cancelled Flightled.  On hold again.
780	@SouthwestAir been on hold over an hr to rebook a Cancelled Flighted flight. Do you have anyone working???
781	@SouthwestAir Thanks for helping out! Class act, all the way... see you in the air!
782	@SouthwestAir flight to BOS Cancelled Flightled, no flights till TUESDAY, spent $1000 to get a flight through another airline + $170 for hotel. Refund
783	@SouthwestAir Flight was Cancelled Flighted, I've been on hold for 50 minutes with no human interaction. I wanna get away.
784	@SouthwestAir On hold with airline 45 min and counting. Service is terrible!
785	@SouthwestAir On hold for 45 minutes trying to rebook a Cancelled Flightled flight with a companion ticket. Help?
786	@SouthwestAir why am I still in Baltimore?! @delta is doing laps around us and laughing about it. # ridiculous
787	@SouthwestAir I'm ready for #MayweatherPacquiao in Vegas May 2nd! http://t.co/8dQZlrJo9p
788	@SouthwestAir you have the worst service, you Cancelled Flightled all your flights FLL to PHL all @USAirways flights flew. Stuck in FL 3 days. #done
789	@SouthwestAir my flight was Cancelled Flighted for tomorrow and hold times are long can I Cancelled Flight a leg with you?
790	@SouthwestAir your phone lines suck. I have a dilemma.
791	@SouthwestAir a week after Valentines day..not feeling the #LUV. Going on 11 hrs @BWI and don't my bags aren't even coming w me.
792	@SouthwestAir i sure hope you are able to get my bag to Memphis for tomorrow.would be nice to have some clean clothes for work.
793	@SouthwestAir You rerouted my bf's flight and he's diabetic with little insulin; even though we tried to change it, the agent wouldn't do it
794	@SouthwestAir  no such thing as a free flight. Gonna be spending $100 on board rental bc #swa couldn't get my baggage to greenville w me.
795	@SouthwestAir Cancelled Flightled all flights Fort Lauderdale to Philly. USAir flights got to Philly with no problem. WTF is wrong with SW @USAirways
796	@SouthwestAir Kudos for adding #Passbook to your app! I LOVE IT!
797	@SouthwestAir male flight attendant on flight 3913 from Orlando to Indy was AMAZING! He needs a raise 👍 Had the best experience with him
798	@SouthwestAir why was flight 4199 out of Boston tmrw @ 1230 Cancelled Flightled?
799	@SouthwestAir you have no baggage tracking system?
800	@SouthwestAir Thx for the GRAND view today! FLT 3825 SEATAC to PHX. #GrandCanyon #Arizona #Wow #Love #Photography http://t.co/D7pQOUAtdF
801	@SouthwestAir still haven't left @BWI. Maybe by the time I'm suppose to fly back to Austin on Tuesday we'll have moved.
802	@SouthwestAir coming up on 10 hrs and all at the gate, not leaving and without my baggage. SWA you are my nightmare!
803	@SouthwestAir finally boarded. Looks like I'll make it to my final destination but my baggage won't # baggagefail #bagsflyfreebutnotwithme
804	@SouthwestAir I am just wondering when are you going to open up fares for November?
805	@SouthwestAir 20 passengers on this plane. I should've just grabbed my baggage and gave it its own seat.
806	@SouthwestAir crazy how every airline flew out to the northeast tonight except you
807	@SouthwestAir 50min to get bag checked n ATX, miss my flight, spend all day @BWI, n not get my baggage at the end of it all.  #epitimeoffail
808	@SouthwestAir I wanted to thank the great efforts of Jamie McKinnie in BUF she is a true pro! during major delays she was owning it! #raise
809	@SouthwestAir I'm flying in a couple of weeks and I need my ticket changed from my maiden name to my married name. Pls help!
810	@SouthwestAir 9 hours at this airport and you can't move a bag from one plane to another! #furious
811	@SouthwestAir How do I retroactively add previous flights/miles/points to current rapid rewards balance?
812	@SouthwestAir sending now via dm
813	@SouthwestAir Thanks for making good on @PoteetTJ 's Cancelled Flightled flight.
814	@SouthwestAir just sent another 4 drink coupons....I think I have over 30 coupons now. free drinks anyone?
815	@SouthwestAir quick question: let's say I book a flight (I did so) and you then drop the price. Do I get the cheaper rate?
816	@SouthwestAir How many trees have to die before you stop trying to sell us a credit  card? #OptOut http://t.co/CXrZhcdTVz
817	@SouthwestAir bags fly free..just not to where you're going.
818	@SouthwestAir 2 hrs to put a tag on my bag sayin it should go to greenville instead of Raleigh?! ARE YOU KIDDING ME?!
819	"@SouthwestAir Disappointed in the FAA ""regulation"" you have 2 furnish proof of age 4 toddler. Thx for the unnecessary headache. #flyUnited"
820	@SouthwestAir I love you Southwest. I accept all your flight attendants and their many talents always! #flySWA
821	@SouthwestAir Am I flying on Spirit air?
822	@SouthwestAir 9 hrs in Baltimore, still not going to get my baggage to greenville w me. This is just unbelievable.
823	@SouthwestAir @TMadCLE Flying with you in April, first time on southwest. Can't wait!!! Flew American airlines last time. Was meh.
824	@SouthwestAir baggage claim has already changed 2x...most recent had 3 bags come out and then stop...claim team has no idea what's going on
825	@SouthwestAir Just sent DM with confirmation number and passenger name on SWA 3104 MCO-&gt;CMH
826	@SouthwestAir Flight 3336 - why do multiple tracking sites have more up to date info than SWA's app and website?
827	@SouthwestAir @PoteetTJ had to fly @Delta MCO-&gt;CMH for $400 b/c we cldnt reach SWA to reroute SWA 3104 Cancelled Flightlation. Voucher wld help.
828	@SouthwestAir you are the worst airline. Congrats!!
829	@SouthwestAir Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug @dcoadavon
830	@SouthwestAir I'll do that. Can't DM until you follow me. Thanks!
831	@SouthwestAir now our pilots timed out...#getmeoutofhere
832	@SouthwestAir Thanks for sending my kid to the #DestinationDragons concert Vegas @Imaginedragons So awesome! http://t.co/G9b6e0a2sZ
833	@SouthwestAir my rating for Southwest -9 on s scale of 1 to 10
834	@SouthwestAir we are trying to fly back from Orlando to BWI. The website has crashed and no one answered the phone. #HELP
835	@SouthwestAir Yes! Just a few minutes after my tweet. She was able to reschedule her flight. Thanks!
836	@southwestair please help us check in... i never expected you to make travel painful... just like the rest all of a sudden...#intlcheckin#
837	@SouthwestAir can't fly in precipitation and @Delta has planes that don't work after 5. 3rd airline had better be a charm tomorrow.
838	@SouthwestAir went to front restroom on plane, on sink sign that said no water, use hand sanitizer. First time I've ever seen that. GROSS!
839	@SouthwestAir wifi on my plane but I gotta pay for it? Help your broke homegirl out✈️📱
840	@SouthwestAir yep after two hours and thirty minutes
841	@SouthwestAir hey... Why don't you add the intl number to your error when checking in. Going on 6 hrs looking for a way to checkin. #cancun
842	.@SouthwestAir  I finally hung up after 2 hours and was not able to get the flight I needed. #stuckintampa 😞
843	@SouthwestAir My wife needs help. She is stranded in Chicago and can't get out until Monday. They won't find her bag because volume too high
844	@SouthwestAir I was on hold for two hours and finally hung up. I was able to do what I needed to without customer service eventually.
845	@SouthwestAir I'm here @ChicagoMidway airport.  I've waited 3 hours for my bag. No one knows shit. Mgmt knows nothing.  #Very mad customer
846	@SouthwestAir how you gonna Cancelled Flight my flight but run flights at the exact same time? Cmon fam
847	@SouthwestAir Thank you ^AH. Still wish someone picked up the phone - 3hrs- dead phone. Taking your tweet as a refund confirmation.
848	@SouthwestAir The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/c9p2ioSphM
849	@SouthwestAir had to Cancelled Flight my flight because my Cavalli calves was interfering with the onboard equipment.
850	@SouthwestAir Gate attendant at McCarran C16 (Vegas to Dallas) went above and beyond. After a long day of frustration it was welcome.
851	@SouthwestAir please refund my ticket. What a terrible experience. #southwestfail
852	"@SouthwestAir three cheers to your Denver staff. Don't know if we 
will get out but they're keeping us smiling. http://t.co/RX8z53M7yy"
853	@SouthwestAir Conf #8Q6MFD Finally got through &amp; told the flight was completely booked.  That would have been better info than advise 2 call
854	@SouthwestAir lost bag on flight to Vegas. Now to El Paso. Going to Dallas love. Gate attendant said see if can coordinate to get it to Love
855	@SouthwestAir breaking my heart at BWI 9 hrs @business
856	@SouthwestAir Officially a customer support game of wills... 2hr30 on hold... Who's the loser here? Oh yeah, that's me.
857	@SouthwestAir  also, gave up after 1 hr 32 minutes on hold. Maybe put a few more people on it?
858	@SouthwestAir 3 + hrs w/out bags being returned to us after flight 2464 Cancelled Flightled. Maybe put a couple people on it?
859	@SouthwestAir I had to switch airlines and eat the difference (which was not insubstantial) and Cancelled Flight all plans for sat &amp; sun :(
860	@SouthwestAir Great #BlackHistoryMonth commercial! Thx! #ATL #singer #musician #life #BlackLivesMatter
861	@SouthwestAir well I'm not sure what there is you can do.  The bad experience had already been had
862	"@SouthwestAir is now recruiting for Fall 15, Spring 16 Internships. 
2/23/15, 5- 6pm @JindalCMC Davidson Auditorium(1.118) #JSOM #UTDallas"
863	@SouthwestAir There is no way that I am getting back on a plane with your airline. I will be calling to get a refund. As I drive 17 hrs home
864	@SouthwestAir AH - did DM, no reply. On hold now over 2hrs. Just spent over $1k to get a United flight tmrw to get home. #lame
865	@SouthwestAir replacing @vitaminwater with beer! Bravo!👏👏 Cheers! 🍻🍻 @Leinenkugels @DosEquis @FatTire
866	@SouthwestAir  reservation (FEHQNE)  21FEB15 | DCA-RSW. Want refund not credit for Cancelled Flightled flight please.
867	@SouthwestAir okay I understand a delay one way. But both ways? C'mon #annoyed #flights
868	@SouthwestAir i hope i can be apart of the team with this job opening!
869	@SouthwestAir yes. Hung up and called a different number.
870	@SouthwestAir Flight 2646.  Four hours in the plane on the ground at BWI.
871	@SouthwestAir How can you get your TSA traveler ID added to your boarding pass? Why would it not be included as TSA precheck? Flying tomorro
872	@SouthwestAir - Hi. My flight confirmation # is fwwe7f. We are currently stuck in Norfolk, Va. Trying to get to LGA in NYC. Ant updates? Thx
873	@SouthwestAir Worst customer service ever. You Cancelled Flightled my connecting flight to NY hours ago &amp; didn't tell me. Now I'm stuck in Tampa.
874	@SouthwestAir i like to see if i can change flight plz help thx
875	@SouthwestAir are ur flight still Cancelled Flight from nashville tn today and tomorrow to Dallas TX? I been waiting on phone to ur office for 40 min.
876	@SouthwestAir you Cancelled Flightled my flight to EWR. Flt 3076. U also Cancelled Flightled flights to LGA. Yet @united is flying on time to both. WTH??
877	@SouthwestAir why are you literally the worst?
878	@SouthwestAir why can't i reschedule my flight online?
879	@SouthwestAir change your hold music, going on hour 3 and i'm about to loose it
880	@SouthwestAir please please please answer the phone. . .
881	@SouthwestAir did anyone come into work today? u should have all the pilots and flight attendants answer phones if no one is flying
882	@SouthwestAir - holding us hostage for about an hour with no updates if they are taking us to NY or not. What's going @southwestair
883	@SouthwestAir I always brag about ur service, but very disappointed today. Apparently I'll be sleeping on floor of Dallas airport tonight 👎
884	@SouthwestAir the ball has been dropped. My snowboard will not be making it to my destination. #totalfail #letdown
885	@SouthwestAir you are failing! Diverted, stuck and no communication! Make a decision and let us go!!!! 😞😡 flight #4229
886	@SouthwestAir I have sent the DM, should I continue to wait on hold with a rep, or will you be servicing me here?
887	@SouthwestAir I made it! Heading to Denver, and your employees really are as pleasant as I just told someone your application asks.  Thanks!
888	@SouthwestAir but if my bag makes it with me to Greenville tonight then all is forgiven. #HighHopes
889	@SouthwestAir I'm just calling to Cancelled Flight a flight. I already rebooked it on another card. Just need to Cancelled Flight the previous reservation.
890	@SouthwestAir can you please DM me who I can speak with regarding my receipts and who I can email a presidential level complaint
891	@SouthwestAir IND website says contact airline for flight 899 tomorrow to ATL. On hold for over an hour. Can you give me any more info?
892	@SouthwestAir hey southwest! Can I see @Imaginedragons in Atlanta? My friend has never been there, loves them, and he is from Taiwan!
893	@SouthwestAir not at all. Rerouted to snowy BWI been trying to figure out how to get out of here. Now dealing with more baggage troubles.
894	@SouthwestAir officially on hold for 2 hours!
895	@SouthwestAir not letting me DM. # is FSZ4YO
896	@SouthwestAir flight to PHL from FLL Cancelled Flighted 2/21 no flight available until 2/24 done with SW. They are a pain to deal with
897	@SouthwestAir we were rebooked on the 5:05 out of MDW.  Some drink coupons could help!
898	@SouthwestAir Booked 6mos early, paid for Early check in, was ASSIGNED boarding #, here 3hrs early and you deleted me in error?! #LAS2BUF
899	@SouthwestAir I know where that is! Alas I live far, far away now. #Books
900	@SouthwestAir flight to PHL from FLL Cancelled Flighted 2/21 no flight available until 2/24 done with SW.
901	@SouthwestAir could you add me to that list? Been on hold for an hour 15
902	@SouthwestAir My flight to KC has been Cancelled Flighted and the next available isn't till Tuesday?! What am I supposed to do for 3 nights?????
903	@SouthwestAir has the absolute worst customer service when trying to reach them by phone.
904	@SouthwestAir on hold for 45 mins. Anyone hv a connection at SW or at another airline to get from CHI n Columbus to EWR in am?
905	@SouthwestAir coming up on 2hrs on, still haven't spoken to a rep
906	@SouthwestAir My son's flight was Cancelled Flightled today. I was on hold 2+ hours to no avail. Can you help me rebook?
907	@SouthwestAir flight 4040 atl to lga Cancelled Flightled any suggestions how to get home?
908	@SouthwestAir is Flight 3113 OMA&gt;DEN on 2/21 actually Cancelled Flightled? Been on hold for over an hour and your website says conflicting messages
909	@SouthwestAir Hi I just got a message that part of my flights is Cancelled Flightled. I can't rebook online and nobody answers my phone call. Help me
910	@SouthwestAir, sev ppl im my office received an apology and 2k. FF miles for this delay, only apologize to select ppl? I got nothing..
911	.@SouthwestAir Yes, total of 4 hours on hold. With all the Cancelled Flightlations, one would think there would be more staff. Decided to cx and drive
912	@SouthwestAir don't you think a 4hr wait time to speak to an actual agent is ridiculous?! My flight was Cancelled Flightled this morning! #Getyourlife
913	@SouthwestAir 2 wounded vets stuck. Hv trouble with agent help. On hold and no answer on Twitter. Pls respond
914	@SouthwestAir #3252 Manchester-BWI being delayed for one idiot who isn't on the plane?! We've waited 2 hours for our window and may miss it
915	@SouthwestAir hv wounded vet stuck in Chi. He's traveling to NY 4 healing. Need fly ny Late Flightst AM by 9 2 catch intl flt. Help!
916	@SouthwestAir I just wanna say you're incredible for sending people to see their idols. Sooooo kind and amazing💖 #DestinationDragons
917	@SouthwestAir 3 flights Cancelled Flightled today. Now we have been on hold for over an hour!
918	@SouthwestAir really this is getting worse as the day goes on. Late Flight leaving then had to be diverted, and now sitting on the tarmac in VA.
